time,go_gc_duration_seconds_payment:80_payment_0,go_gc_duration_seconds_payment:80_payment_0.25,go_gc_duration_seconds_payment:80_payment_0.5,go_gc_duration_seconds_payment:80_payment_0.75,go_gc_duration_seconds_payment:80_payment_1,go_gc_duration_seconds_count_payment:80_payment,go_gc_duration_seconds_sum_payment:80_payment,go_goroutines_payment:80_payment,go_memstats_alloc_bytes_payment:80_payment,go_memstats_alloc_bytes_total_payment:80_payment,go_memstats_buck_hash_sys_bytes_payment:80_payment,go_memstats_frees_total_payment:80_payment,go_memstats_gc_sys_bytes_payment:80_payment,go_memstats_heap_alloc_bytes_payment:80_payment,go_memstats_heap_idle_bytes_payment:80_payment,go_memstats_heap_inuse_bytes_payment:80_payment,go_memstats_heap_objects_payment:80_payment,go_memstats_heap_released_bytes_payment:80_payment,go_memstats_heap_sys_bytes_payment:80_payment,go_memstats_last_gc_time_seconds_payment:80_payment,go_memstats_lookups_total_payment:80_payment,go_memstats_mallocs_total_payment:80_payment,go_memstats_mcache_inuse_bytes_payment:80_payment,go_memstats_mcache_sys_bytes_payment:80_payment,go_memstats_mspan_inuse_bytes_payment:80_payment,go_memstats_mspan_sys_bytes_payment:80_payment,go_memstats_next_gc_bytes_payment:80_payment,go_memstats_other_sys_bytes_payment:80_payment,go_memstats_stack_inuse_bytes_payment:80_payment,go_memstats_stack_sys_bytes_payment:80_payment,go_memstats_sys_bytes_payment:80_payment,process_cpu_seconds_total_payment:80_payment,process_max_fds_payment:80_payment,process_open_fds_payment:80_payment,process_resident_memory_bytes_payment:80_payment,process_start_time_seconds_payment:80_payment,process_virtual_memory_bytes_payment:80_payment,request_duration_seconds_bucket_payment:80_false_payment_0.005_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.01_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.025_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.05_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.1_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.25_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_1_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_2.5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_5_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_10_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_+Inf_GET_metrics_200,request_duration_seconds_bucket_payment:80_false_payment_0.005_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.01_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.025_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.05_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.1_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.25_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_0.5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_1_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_2.5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_5_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_10_POST_paymentauth_200,request_duration_seconds_bucket_payment:80_false_payment_+Inf_POST_paymentauth_200,request_duration_seconds_count_payment:80_false_payment_GET_metrics_200,request_duration_seconds_count_payment:80_false_payment_POST_paymentauth_200,request_duration_seconds_sum_payment:80_false_payment_GET_metrics_200,request_duration_seconds_sum_payment:80_false_payment_POST_paymentauth_200,scrape_duration_seconds_payment:80_payment,scrape_samples_post_metric_relabeling_payment:80_payment,scrape_samples_scraped_payment:80_payment,scrape_series_added_payment:80_payment,up_payment:80_payment
2020-05-31T18:35:38,7.4233e-05,0.000298625,0.00040061000000000003,0.000737585,0.017773471000000002,39284.0,11.903667398,15.0,3212880.0,107676717840.0,1536818.0,287460168.0,561152.0,2082080.0,6856704.0,3211264.0,14870.0,942080.0,8650752.0,1590930302.0535595,896962.0,287497761.0,4800.0,16384.0,48800.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.83,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110474.0,110774.0,110799.0,110800.0,110800.0,110800.0,110800.0,110800.0,110800.0,110800.0,110800.0,110800.0,977826.0,979131.0,979533.0,979569.0,979581.0,979581.0,979581.0,979581.0,979581.0,979581.0,979581.0,979581.0,110850.0,980239.0,195.6379567230008,313.6383714230052,0.002274056,65.0,65.0,0.0,1.0
2020-05-31T18:35:39,7.4233e-05,0.000297541,0.00040061000000000003,0.000737585,0.017773471000000002,39284.0,11.903667398,15.0,2156856.0,107677788504.0,1536818.0,287467598.0,561152.0,3109144.0,5439488.0,4087808.0,17986.0,942080.0,8650752.0,1590930302.0535595,896962.0,287501811.0,4800.0,16384.0,51680.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.85,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110474.0,110775.0,110800.0,110801.0,110801.0,110801.0,110801.0,110801.0,110801.0,110801.0,110801.0,110801.0,977855.0,979160.0,979562.0,979598.0,979610.0,979610.0,979610.0,979610.0,979610.0,979610.0,979610.0,979610.0,110851.0,980288.0,195.6397212030008,313.6413425850052,0.002905565,65.0,65.0,0.0,1.0
2020-05-31T18:35:40,7.4233e-05,0.000297541,0.00040061000000000003,0.000737585,0.017773471000000002,39285.0,11.903940223,15.0,3159568.0,107678874632.0,1536818.0,287468176.0,561152.0,1173448.0,4562944.0,3153920.0,13627.0,942080.0,8650752.0,1590930304.1362143,896972.0,287505789.0,4800.0,16384.0,49120.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.87,1048576.0,10.0,16846848.0,1590384708.54,22032384.0,110475.0,110776.0,110801.0,110802.0,110802.0,110802.0,110802.0,110802.0,110802.0,110802.0,110802.0,110802.0,977865.0,979170.0,979572.0,979608.0,979620.0,979620.0,979620.0,979620.0,979620.0,979620.0,979620.0,979620.0,110852.0,980335.0,195.64111178300078,313.6415218430052,0.002672344,65.0,65.0,0.0,1.0
2020-05-31T18:35:41,7.4233e-05,0.000297409,0.00040061000000000003,0.000737585,0.017773471000000002,39285.0,11.903940223,15.0,2093720.0,107679934152.0,1536818.0,287475399.0,561152.0,2222056.0,5496832.0,4087808.0,17078.0,942080.0,9175040.0,1590930304.1362143,896979.0,287510189.0,4800.0,16384.0,49600.0,98304.0,4194304.0,1140166.0,1835008.0,1310720.0,13838584.0,757.88,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110476.0,110777.0,110802.0,110803.0,110803.0,110803.0,110803.0,110803.0,110803.0,110803.0,110803.0,110803.0,977866.0,979171.0,979573.0,979609.0,979621.0,979621.0,979621.0,979621.0,979621.0,979621.0,979621.0,979621.0,110853.0,980374.0,195.6425068040008,313.64242721800514,0.002417055,65.0,65.0,0.0,1.0
2020-05-31T18:35:42,7.4233e-05,0.000297409,0.00040061000000000003,0.000737585,0.017773471000000002,39286.0,11.904233029,16.0,3179848.0,107680961216.0,1536818.0,287475971.0,561152.0,3259832.0,4562944.0,2342912.0,12957.0,942080.0,8650752.0,1590930304.1362143,896987.0,287515463.0,4800.0,16384.0,47520.0,98304.0,4194304.0,1140166.0,1310720.0,1835008.0,13838584.0,757.89,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110477.0,110778.0,110803.0,110804.0,110804.0,110804.0,110804.0,110804.0,110804.0,110804.0,110804.0,110804.0,977867.0,979172.0,979574.0,979610.0,979622.0,979622.0,979622.0,979622.0,979622.0,979622.0,979622.0,979622.0,110854.0,980411.0,195.6438913520008,313.6443263820052,0.004674321,65.0,65.0,0.0,1.0
2020-05-31T18:35:43,7.4233e-05,0.000296855,0.000400006,0.000737585,0.017773471000000002,39286.0,11.904233029,15.0,2082080.0,107681956664.0,1536818.0,287476558.0,561152.0,2083232.0,6832128.0,3309568.0,16709.0,942080.0,8650752.0,1590930307.0441406,896995.0,287519750.0,4800.0,16384.0,47840.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.91,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110478.0,110779.0,110804.0,110805.0,110805.0,110805.0,110805.0,110805.0,110805.0,110805.0,110805.0,110805.0,977874.0,979179.0,979581.0,979617.0,979629.0,979629.0,979629.0,979629.0,979629.0,979629.0,979629.0,979629.0,110855.0,980443.0,195.6454400270008,313.6453988350052,0.002168199,65.0,65.0,0.0,1.0
2020-05-31T18:35:44,7.4233e-05,0.000296855,0.000400006,0.000737585,0.017773471000000002,39287.0,11.904344657,15.0,3109144.0,107683005272.0,1536818.0,287484134.0,561152.0,3141696.0,5341184.0,4317184.0,21221.0,942080.0,8650752.0,1590930307.0441406,897010.0,287523448.0,4800.0,16384.0,50240.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.93,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110479.0,110780.0,110805.0,110806.0,110806.0,110806.0,110806.0,110806.0,110806.0,110806.0,110806.0,110806.0,977881.0,979186.0,979588.0,979624.0,979636.0,979636.0,979636.0,979636.0,979636.0,979636.0,979636.0,979636.0,110856.0,980457.0,195.6469609780008,313.6464309880052,0.002237828,65.0,65.0,0.0,1.0
2020-05-31T18:35:45,7.4233e-05,0.00029682300000000004,0.000398784,0.000737585,0.017773471000000002,39287.0,11.904344657,14.0,1173448.0,107684043048.0,1536818.0,287484733.0,561152.0,1232424.0,4333568.0,3178496.0,14525.0,942080.0,8650752.0,1590930309.2858365,897010.0,287526667.0,4800.0,16384.0,48160.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.94,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110480.0,110781.0,110806.0,110807.0,110807.0,110807.0,110807.0,110807.0,110807.0,110807.0,110807.0,110807.0,977889.0,979194.0,979596.0,979632.0,979644.0,979644.0,979644.0,979644.0,979644.0,979644.0,979644.0,979644.0,110857.0,980471.0,195.6483932900008,313.6481030100052,0.003291723,65.0,65.0,0.0,1.0
2020-05-31T18:35:46,7.4233e-05,0.00029682300000000004,0.000398784,0.000737585,0.017773471000000002,39288.0,11.904727121,13.0,2222056.0,107685087712.0,1536818.0,287492832.0,561152.0,2336400.0,5472256.0,4087808.0,17636.0,942080.0,9175040.0,1590930309.2858365,897018.0,287529786.0,4800.0,16384.0,49280.0,98304.0,4194304.0,1140166.0,1835008.0,1310720.0,13838584.0,757.96,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110481.0,110782.0,110807.0,110808.0,110808.0,110808.0,110808.0,110808.0,110808.0,110808.0,110808.0,110808.0,977890.0,979195.0,979597.0,979633.0,979645.0,979645.0,979645.0,979645.0,979645.0,979645.0,979645.0,979645.0,110858.0,980485.0,195.65012011800079,313.6519502480052,0.003857036,65.0,65.0,0.0,1.0
2020-05-31T18:35:47,7.4233e-05,0.00029682300000000004,0.000395874,0.000734611,0.017773471000000002,39288.0,11.904727121,13.0,3259832.0,107686146176.0,1536818.0,287493480.0,561152.0,3469528.0,4562944.0,2334720.0,12711.0,942080.0,8650752.0,1590930309.2858365,897034.0,287535067.0,4800.0,16384.0,48320.0,98304.0,4194304.0,1140166.0,1310720.0,1835008.0,13838584.0,757.96,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110482.0,110783.0,110808.0,110809.0,110809.0,110809.0,110809.0,110809.0,110809.0,110809.0,110809.0,110809.0,977893.0,979198.0,979600.0,979636.0,979648.0,979648.0,979648.0,979648.0,979648.0,979648.0,979648.0,979648.0,110859.0,980486.0,195.65195790800078,313.6550316510053,0.004050349,65.0,65.0,0.0,1.0
2020-05-31T18:35:48,7.4233e-05,0.00029682300000000004,0.000395874,0.000734611,0.017773471000000002,39288.0,11.904727121,13.0,2083232.0,107687220360.0,1536818.0,287494242.0,561152.0,2125272.0,6840320.0,3203072.0,15300.0,942080.0,8650752.0,1590930312.0468416,897034.0,287538511.0,4800.0,16384.0,48480.0,98304.0,4194304.0,1140166.0,1835008.0,1310720.0,13838584.0,757.97,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110483.0,110784.0,110809.0,110810.0,110810.0,110810.0,110810.0,110810.0,110810.0,110810.0,110810.0,110810.0,977894.0,979199.0,979601.0,979637.0,979649.0,979649.0,979649.0,979649.0,979649.0,979649.0,979649.0,979649.0,110860.0,980491.0,195.6555090860008,313.65721322700523,0.003057268,65.0,65.0,0.0,1.0
2020-05-31T18:35:49,7.4233e-05,0.00029682300000000004,0.000395874,0.000734611,0.017773471000000002,39289.0,11.907227229,15.0,3141696.0,107688324336.0,1536818.0,287505225.0,561152.0,3175696.0,5447680.0,4227072.0,19822.0,942080.0,8650752.0,1590930312.0468416,897045.0,287542497.0,4800.0,16384.0,47840.0,98304.0,4194304.0,1140166.0,1310720.0,1835008.0,13838584.0,757.98,1048576.0,11.0,16846848.0,1590384708.54,22032384.0,110484.0,110785.0,110810.0,110811.0,110811.0,110811.0,110811.0,110811.0,110811.0,110811.0,110811.0,110811.0,977902.0,979207.0,979609.0,979645.0,979657.0,979657.0,979657.0,979657.0,979657.0,979657.0,979657.0,979657.0,110861.0,980495.0,195.6568973610008,313.6607845550053,0.002349818,65.0,65.0,0.0,1.0
2020-05-31T18:35:50,7.4233e-05,0.00029682300000000004,0.000395874,0.000734611,0.017773471000000002,39289.0,11.907227229,15.0,1232424.0,107689457464.0,1536818.0,287505812.0,561152.0,1224840.0,4423680.0,3129344.0,13881.0,942080.0,8650752.0,1590930314.0549445,897060.0,287548307.0,4800.0,16384.0,48320.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.98,1048576.0,10.0,16846848.0,1590384708.54,22032384.0,110485.0,110786.0,110811.0,110812.0,110812.0,110812.0,110812.0,110812.0,110812.0,110812.0,110812.0,110812.0,977904.0,979209.0,979611.0,979647.0,979659.0,979659.0,979659.0,979659.0,979659.0,979659.0,979659.0,979659.0,110862.0,980500.0,195.6590101330008,313.6678117300052,0.00226726,65.0,65.0,0.0,1.0
2020-05-31T18:35:51,7.4233e-05,0.00029682300000000004,0.000395874,0.000734611,0.017773471000000002,39290.0,11.907375011,14.0,2336400.0,107690567512.0,1536818.0,287513956.0,561152.0,2228600.0,5521408.0,4128768.0,17243.0,942080.0,9175040.0,1590930314.0549445,897060.0,287550414.0,4800.0,16384.0,50080.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.99,1048576.0,10.0,16846848.0,1590384708.54,22032384.0,110486.0,110787.0,110812.0,110813.0,110813.0,110813.0,110813.0,110813.0,110813.0,110813.0,110813.0,110813.0,977913.0,979218.0,979620.0,979656.0,979668.0,979668.0,979668.0,979668.0,979668.0,979668.0,979668.0,979668.0,110863.0,980505.0,195.66045576500082,313.6708635630052,0.002311618,65.0,65.0,0.0,1.0
2020-05-31T18:35:52,7.4233e-05,0.000293291,0.000390088,0.000734611,0.017773471000000002,39290.0,11.907375011,14.0,3469528.0,107691617936.0,1536818.0,287514486.0,561152.0,3386912.0,4521984.0,3244032.0,14947.0,942080.0,8650752.0,1590930316.2061498,897076.0,287553887.0,4800.0,16384.0,48800.0,98304.0,4194304.0,1140166.0,1835008.0,1835008.0,13838584.0,757.99,1048576.0,10.0,16846848.0,1590384708.54,22032384.0,110487.0,110788.0,110813.0,110814.0,110814.0,110814.0,110814.0,110814.0,110814.0,110814.0,110814.0,110814.0,977927.0,979232.0,979634.0,979670.0,979682.0,979682.0,979682.0,979682.0,979682.0,979682.0,979682.0,979682.0,110864.0,980512.0,195.66210838600082,313.68592647000514,0.00277759,65.0,65.0,0.0,1.0
